"taxon","q_(Intercept)","q_RFIClass2MidRFI","q_RFIClass3HighRFI"
"FOLSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"FUC-RHAMCAT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"FUCCAT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GALACTARDEG-PWY",0.999947418018215,0.997305600121964,0.998782852086678
"GALACTITOLCAT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLCMANNANAUT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLUCARDEG-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLUCARGALACTSUPER-PWY",0.999947418018215,0.997305600121964,0.998782852086678
"GLUCONEO-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLUCOSE1PMETAB-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLUDEG-I-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLUTORN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLYCOCAT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLYCOGENSYNTH-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLYCOL-GLYOXDEG-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"GLYCOLYSIS",0.999947418018215,0.997305600121964,0.996691057705546
"GLYCOLYSIS-E-D",0.999947418018215,0.997305600121964,0.996691057705546
"GLYOXYLATE-BYPASS",0.999947418018215,0.997305600121964,0.996691057705546
"GOLPDLCAT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"HEME-BIOSYNTHESIS-II",0.999947418018215,0.997305600121964,0.996691057705546
"HEME-BIOSYNTHESIS-II-1",0.999947418018215,0.997305600121964,0.996691057705546
"HEMESYN2-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"HEXITOLDEGSUPER-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"HISDEG-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"HISTSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"HOMOSER-METSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"HSERMETANA-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"ILEUSYN-PWY",0.999947418018215,0.997305600121964,0.998782852086678
"KDO-NAGLIPASYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"KETOGLUCONMET-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"LACTOSECAT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"LIPASYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"MET-SAM-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"METH-ACETATE-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"METHANOGENESIS-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"METHGLYUT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"METSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"NAD-BIOSYNTHESIS-II",0.999947418018215,0.997305600121964,0.996691057705546
"NADSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"NAGLIPASYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"NONMEVIPP-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"NONOXIPENT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"OANTIGEN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P101-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P105-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P108-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P125-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P163-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P164-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P185-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P221-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P23-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P241-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P261-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P341-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P381-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P4-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P42-PWY",0.999947418018215,0.997305600121964,0.998782852086678
"P441-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P461-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"P562-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PANTO-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PANTOSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PENTOSE-P-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PEPTIDOGLYCANSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PHOSLIPSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"POLYAMINSYN3-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"POLYAMSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"POLYISOPRENSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PPGPPMET-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-1042",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-1269",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-1622",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-1861",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-241",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-2941",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-2942",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-3001",0.999947418018215,0.997305600121964,0.998782852086678
"PWY-3481",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-3661",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-3841",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-4702",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-4984",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5005",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5022",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5028",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5030",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5097",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5100",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5101",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5103",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5104",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5121",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5130",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5136",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5138",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5154",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5180",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5188",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5189",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5196",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5209",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5265",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5345",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5347",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5367",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5384",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5392",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5415",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5417",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5419",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5420",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5430",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5431",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5484",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5494",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5497",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5505",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5507",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5519",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5531",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-561",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5647",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5651",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5652",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5654",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5655",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5659",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5667",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5677",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5686",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5692",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5695",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5705",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5723",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5742",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5747",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5837",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5838",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5840",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5845",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5850",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5855",0.999947418018215,0.997305600121964,0.998782852086678
"PWY-5860",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5861",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5862",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5896",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5897",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5898",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5899",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5910",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5913",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5918",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5920",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5973",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-5989",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6071",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6084",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6121",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6122",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6123",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6124",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6125",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6126",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6141",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6143",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6147",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6148",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6151",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6160",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6163",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6165",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6167",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6168",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6182",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6185",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6210",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-622",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6263",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6269",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6270",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6277",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6292",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6293",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6305",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6307",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6313",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6317",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6344",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6349",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6350",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6353",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6383",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6385",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6386",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6387",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6396",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6397",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6404",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6435",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6467",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6470",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6471",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6478",0.999947418018215,0.997305600121964,0.998782852086678
"PWY-6486",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6501",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6527",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6531",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6562",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6565",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6588",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6595",0.999947418018215,0.997305600121964,0.998782852086678
"PWY-6606",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6607",0.999947418018215,0.997305600121964,0.998782852086678
"PWY-6608",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6609",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6612",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6628",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6630",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6641",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6654",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6700",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6703",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6731",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6748",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6749",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6803",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6808",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6823",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6837",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6859",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6873",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6891",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6895",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6897",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6901",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6902",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6906",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6922",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6936",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6961",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6969",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-6992",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7013",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-702",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7031",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7039",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7052",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7072",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7090",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7094",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7111",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7115",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7117",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7118",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7159",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7199",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7208",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7209",0.299005438498695,0.997305600121964,0.996691057705546
"PWY-7220",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7221",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7222",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7228",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7229",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7234",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7237",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7238",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-724",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7254",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7282",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7286",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7294",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7315",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7316",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7323",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7328",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7332",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7345",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7347",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7356",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7357",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7371",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7373",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7374",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7376",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7377",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7383",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7392",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7399",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7400",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7431",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7456",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7480",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7560",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7644",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7663",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7674",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7761",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7783",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7784",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7790",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7791",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7805",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7807",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7820",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7851",0.999947418018215,0.997305600121964,0.998782852086678
"PWY-7853",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7858",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7883",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7900",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7913",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7942",0.999947418018215,0.997305600121964,0.997322678719411
"PWY-7953",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7977",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-7992",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8004",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-801",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8011",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8020",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8055",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8073",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8131",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8178",0.999947418018215,0.998032165150669,0.996691057705546
"PWY-8187",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-8190",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-821",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-822",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-841",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-922",0.999947418018215,0.997305600121964,0.996691057705546
"PWY-I9",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1061",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1241",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1261",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1296",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1297",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1319",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1337",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1415",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1477",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1479",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1533",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-1586",0.999947418018215,0.997305600121964,0.998782852086678
"PWY0-162",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-301",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-321",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-41",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-42",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-781",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-845",0.999947418018215,0.997305600121964,0.996691057705546
"PWY0-862",0.999947418018215,0.997305600121964,0.996691057705546
"PWY1G-0",0.999947418018215,0.997305600121964,0.996691057705546
"PWY1ZNC-1",0.999947418018215,0.997305600121964,0.996691057705546
"PWY3O-4107",0.999947418018215,0.997305600121964,0.996691057705546
"PWY490-3",0.999947418018215,0.997305600121964,0.996691057705546
"PWY4FS-7",0.999947418018215,0.997305600121964,0.996691057705546
"PWY4FS-8",0.999947418018215,0.997305600121964,0.996691057705546
"PWY4LZ-257",0.999947418018215,0.997305600121964,0.996691057705546
"PWY66-367",0.999947418018215,0.997305600121964,0.996691057705546
"PWY66-388",0.999947418018215,0.997305600121964,0.996691057705546
"PWY66-389",0.999947418018215,0.997305600121964,0.996691057705546
"PWY66-391",0.999947418018215,0.997305600121964,0.996691057705546
"PWY66-399",0.999947418018215,0.997305600121964,0.996691057705546
"PWY66-409",0.999947418018215,0.997305600121964,0.996691057705546
"PWY6666-2",0.999947418018215,0.997305600121964,0.996691057705546
"PYRIDNUCSAL-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PYRIDNUCSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"PYRIDOXSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"REDCITCYC",0.999947418018215,0.997305600121964,0.996691057705546
"RHAMCAT-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"RIBOSYN2-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"RUMP-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"SALVADEHYPOX-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"SER-GLYSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"SO4ASSIM-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"SUCSYN-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"SULFATE-CYS-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"THISYNARA-PWY",0.999947418018215,0.997305600121964,0.996691057705546
"THRESYN-PWY",0.999947418018215,0.997305600121964,0.998782852086678
