"taxon","q_(Intercept)","q_RFIClass2MidRFI","q_RFIClass3HighRFI"
"Selenomonadaceae_42771",0.968682111838657,0.993543255781427,0.968634091766063
"Sphaerochaetaceae",0.968682111838657,0.988329030448414,0.968634091766063
"Sphingobacteriaceae",0.968682111838657,0.988329030448414,0.968634091766063
"Succinivibrionaceae",0.968682111838657,0.988329030448414,0.968634091766063
"Thermoactinomycetaceae_367745",0.968682111838657,0.988329030448414,0.968634091766063
"Thermoguttaceae",0.968682111838657,0.988329030448414,0.968634091766063
"Treponemataceae",0.968682111838657,0.998007832286925,0.968634091766063
"UBA1067",0.968682111838657,0.988329030448414,0.980601870514015
"UBA1242",0.968682111838657,0.988329030448414,0.968634091766063
"UBA1381",0.968682111838657,0.988329030448414,0.985536075087419
"UBA1829",0.968682111838657,0.990041962583325,0.968634091766063
"UBA3636",0.968682111838657,0.988329030448414,0.968634091766063
"UBA3830",0.968682111838657,0.988329030448414,0.968634091766063
"UBA660",0.968682111838657,0.988329030448414,0.968634091766063
"UBA929",0.968682111838657,0.988329030448414,0.968634091766063
"UBA932",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family1",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family14",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family15",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family16",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family17",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family18",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family19",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family2",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family23",0.606709872563806,0.522000729799234,0.968634091766063
"Unidentified_Family24",0.968682111838657,0.988329030448414,0.988075191486991
"Unidentified_Family28",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family3",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family4",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family5",0.968682111838657,0.988329030448414,0.968634091766063
"Unidentified_Family6",0.968682111838657,0.990041962583325,0.968634091766063
"Unidentified_Family8",0.968682111838657,0.988329030448414,0.968634091766063
"WCHB1-69",0.968682111838657,0.990041962583325,0.968634091766063
"Weeksellaceae",0.968682111838657,0.988329030448414,0.968634091766063
"Xenobiaceae",0.968682111838657,0.988329030448414,0.968634091766063
